2021-04-14	2	21	26	35	39	11
2021-04-16	1	2	20	30	35	11
2021-04-17	13	14	18	23	39	13
2021-04-20	4	7	11	17	22	2
2021-04-21	21	29	31	32	34	7
2021-04-23	4	16	28	34	38	3
2021-04-24	3	24	26	28	30	8
2021-04-27	5	13	22	33	34	5
2021-04-28	7	9	10	16	26	7
2021-04-30	3	15	18	19	34	14
2021-05-01	9	22	31	32	37	1
2021-05-04	1	11	23	29	32	14
2021-05-05	9	16	24	27	34	13
2021-05-07	2	3	5	6	17	2
2021-05-08	2	13	24	36	38	8
